-8.854199981688999799e+01 6.680232882499694824e-01
-8.665309906006000062e+01 6.669610142707824707e-01
-8.475319671631000062e+01 6.648021340370178223e-01
-8.285079956055000139e+01 6.526048183441162109e-01
-8.094730377196999882e+01 6.433796286582946777e-01
-7.904350280762000125e+01 6.366654038429260254e-01
-7.713939666747999979e+01 6.347175240516662598e-01
-7.523509979247999979e+01 6.267497539520263672e-01
-7.333070373534999931e+01 6.127375960350036621e-01
-7.142620086670000035e+01 5.692361593246459961e-01
-6.952169799805000139e+01 5.425515174865722656e-01
-6.761710357665999993e+01 5.291178226470947266e-01
-6.571250152588000049e+01 5.074553489685058594e-01
-6.380789947510000104e+01 4.819869995117187500e-01
-6.190330123900999837e+01 4.537438452243804932e-01
-5.999860000609999844e+01 4.355760514736175537e-01
-5.809389877318999851e+01 4.247586429119110107e-01
-5.618930053711000028e+01 4.206332266330718994e-01
-5.428459930420000035e+01 4.111323356628417969e-01
-5.237990188599000163e+01 4.052569866180419922e-01
-5.047520065308000170e+01 4.031089842319488525e-01
-4.857049942017000177e+01 3.971071243286132812e-01
-4.666579818726000184e+01 3.914161026477813721e-01
-4.476110076903999868e+01 3.861935138702392578e-01
-4.285639953612999875e+01 3.769842088222503662e-01
-4.095169830321999882e+01 3.683680593967437744e-01
-3.904700088501000010e+01 3.607132732868194580e-01
-3.714220046996999969e+01 3.498907387256622314e-01
-3.523749923705999976e+01 3.401222229003906250e-01
-3.333280181885000104e+01 3.321093618869781494e-01
-3.142810058594000111e+01 3.259738087654113770e-01
-2.952339935303000118e+01 3.200706243515014648e-01
-2.761860084534000137e+01 3.140679895877838135e-01
-2.571389961243000144e+01 3.069105148315429688e-01
-2.380920028686999856e+01 3.005213439464569092e-01
-2.190439987183000170e+01 2.957021892070770264e-01
-1.999970054626000149e+01 2.931045591831207275e-01
-1.809499931335000156e+01 2.928585708141326904e-01
-1.619020080566000175e+01 2.964732646942138672e-01
-1.428549957275000004e+01 3.002837300300598145e-01
-1.238080024719000072e+01 3.040271699428558350e-01
-1.047603988646999973e+01 3.075675070285797119e-01
-8.571310043329999573e+00 3.109504878520965576e-01
-6.666570186609999560e+00 3.131856918334960938e-01
-4.761839866639999919e+00 3.126218020915985107e-01
-2.857100009919999906e+00 3.104310929775238037e-01
-9.523680210099999544e-01 3.097000420093536377e-01
9.523680210099999544e-01 3.146302998065948486e-01
2.857100009919999906e+00 3.214039504528045654e-01
4.761839866639999919e+00 3.273045122623443604e-01
6.666570186609999560e+00 3.281762599945068359e-01
8.571310043329999573e+00 3.221755027770996094e-01
1.047603988646999973e+01 3.130225241184234619e-01
1.238080024719000072e+01 3.021630346775054932e-01
1.428549957275000004e+01 2.970119714736938477e-01
1.619020080566000175e+01 2.947098910808563232e-01
1.809499931335000156e+01 2.939562797546386719e-01
1.999970054626000149e+01 2.948261797428131104e-01
2.190439987183000170e+01 2.961476147174835205e-01
2.380920028686999856e+01 2.955189645290374756e-01
2.571389961243000144e+01 2.994063496589660645e-01
2.761860084534000137e+01 3.055147826671600342e-01
2.952339935303000118e+01 3.092981278896331787e-01
3.142810058594000111e+01 3.132607340812683105e-01
3.333280181885000104e+01 3.170907199382781982e-01
3.523749923705999976e+01 3.186017274856567383e-01
3.714220046996999969e+01 3.247593343257904053e-01
3.904700088501000010e+01 3.339276313781738281e-01
4.095169830321999882e+01 3.394728004932403564e-01
4.285639953612999875e+01 3.466822206974029541e-01
4.476110076903999868e+01 3.554117381572723389e-01
4.666579818726000184e+01 3.659747540950775146e-01
4.857049942017000177e+01 3.747945725917816162e-01
5.047520065308000170e+01 3.820981085300445557e-01
5.237990188599000163e+01 3.876767158508300781e-01
5.428459930420000035e+01 3.929208219051361084e-01
5.618930053711000028e+01 3.978310525417327881e-01
5.809389877318999851e+01 3.998927175998687744e-01
5.999860000609999844e+01 4.056980907917022705e-01
6.190330123900999837e+01 4.156155884265899658e-01
6.380789947510000104e+01 4.221009910106658936e-01
6.571250152588000049e+01 4.303410053253173828e-01
6.761710357665999993e+01 4.405979216098785400e-01
6.952169799805000139e+01 4.569875895977020264e-01
7.142620086670000035e+01 4.800598621368408203e-01
7.333070373534999931e+01 5.110102891921997070e-01
7.523509979247999979e+01 5.301183462142944336e-01
7.713939666747999979e+01 5.477864146232604980e-01
7.904350280762000125e+01 5.641692280769348145e-01
8.094730377196999882e+01 5.783783793449401855e-01
8.285079956055000139e+01 5.835201144218444824e-01
8.475319671631000062e+01 5.755631327629089355e-01
8.665309906006000062e+01 5.753071904182434082e-01
8.854199981688999799e+01 5.758978724479675293e-01
